Sondes	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	B0	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	C0	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	D0	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	D13	D14
NonSig_264	11.1572524659	10.8622835883	10.4015163839	10.8055534797	10.8989126975	11.2209083327	10.6903016382	11.4977705915	11.1948736334	11.7698321739	11.1494777809	10.8112505581	10.2580992042	10.8874044199	11.2339686288	11.2305546087	9.72558166795	10.8250029658	10.028590734	10.7857031133	9.319557417	10.8834822928	10.301290481	10.0753598774	10.6539935713	10.5341972039	11.4310391517	9.76258436841	10.3005773635	10.1916614212	11.4472111616	10.5868430381	11.5217103973	12.6299704556	11.6184089728	10.2700805309	11.0760215614	10.8293668346	11.0993212526	11.3136980754	11.3793975434	11.3963714279	11.1128618455	11.6732319218	11.3530490006	11.5645819472	10.9908674704	11.0207251255	10.6328459941	10.9077696059	9.88733370096	10.3782299709	10.2406764558	10.9529944359	10.2014537733	10.5256204911	10.4633985174	10.0807198098	12.7515605202	10.8709069895
NonSig_432	14.155778245	13.9882859675	14.5234167612	13.5644211797	14.9080314492	13.3223760829	14.4077911945	13.9498049118	13.7187336481	14.0931678746	14.8010235161	13.5145088346	14.553118636	12.9350172998	11.6444427972	14.4465118872	14.4274607555	12.1691151045	13.1922166438	13.2781276959	13.8234177169	13.5511342526	14.3807716672	15.3094493365	12.5653557833	12.9669041305	13.6058678552	13.3100647092	12.0591186551	13.4111454611	15.463762503	14.6162121763	12.9049242137	12.7021886223	14.7156423607	14.2090100698	13.4617645068	13.145171628	13.9902734679	14.4897301162	13.4906649728	12.5971311963	14.3024893215	14.2513488024	14.2301110345	13.9897392692	14.8099784464	15.7257305502	14.4353961758	15.6587736868	13.8403458698	14.4106373477	15.1508912447	14.0127395111	14.2360709496	14.3806888797	14.6090340111	15.4398582797	14.3021153887	14.0291743254
NonSig_529	12.9358121249	13.9093320328	13.1576019687	12.8785429088	13.3989072081	13.9433891987	12.8410805862	14.4139117293	13.2197403225	14.572376783	13.7562741175	12.939233829	13.3048874255	13.8710000901	12.1364093768	13.3718131798	14.6637259531	14.0355522639	13.9890671169	13.3919824311	14.387236867	13.8965297503	13.6633012847	14.0365461669	14.2680273216	13.6238683484	13.9981084056	14.4830087296	14.6565553991	14.3414733343	13.2905734818	14.4894513861	13.3070629305	14.2454608895	12.8878192427	15.1430854908	14.2586831331	13.8250781093	14.3958946386	14.0834349723	13.287037559	14.1510303004	13.8807882194	13.4501878747	14.458114279	13.7136757476	12.8575652234	14.36147635	14.2261860494	16.2805283221	15.1597285163	14.243104941	14.0438908461	13.5808977912	13.8414626616	14.1745705938	14.5949866113	13.9532756404	14.6949032593	13.3429706423
NonSig_625	9.43412931332	9.14175548729	11.0207708866	9.44491329641	10.1059993572	9.97610642161	10.5803240909	10.3093397974	9.87544289103	10.5869277704	10.643611558	10.3818163866	11.1941432481	9.92709136411	10.4924134663	9.55301349746	8.94131189797	9.12526893906	9.49057161239	9.75541547788	10.2429996107	9.97500908498	9.85839643859	9.11300996613	7.95087260688	9.22695907761	10.0008007488	9.62867782458	10.39374078	9.52951873487	9.51595184189	9.0146983225	10.5244041522	10.9298660587	10.6756260331	9.14693640243	10.656207452	10.9406836219	9.81944402529	10.6825767736	9.88040580769	10.2389123698	11.0591162302	10.5088052609	10.4615532593	9.75780068376	9.57456120419	10.8923362311	9.11626555925	9.9530554008	10.732339486	9.04752567476	10.3581270295	10.8418253217	10.178716335	11.0969108283	9.40900374411	10.187114269	10.641839299	10.6252623937
NonSig_644	10.7574201304	10.8118064973	11.7664095846	10.2841928909	12.0225949845	11.8120488142	9.67455294487	11.0488181076	10.2464199098	9.42854837663	11.0843529966	10.9440290764	11.9478053517	10.676367183	11.0990274553	9.66713720315	10.8167903263	9.94915086917	11.774042216	10.0866757058	10.2302208041	10.1275258222	11.3561388841	10.37586807	11.0493997651	10.31139598	11.2246125393	10.3172476619	10.3775463473	9.94444264232	11.5470973543	11.4241818525	10.9347303033	12.1966702	11.0639208382	10.8178486487	11.3953994825	11.7236109241	11.0591536567	11.3816739257	12.1523070866	11.187049574	11.190486006	10.5639497379	10.1385856512	9.75982081762	11.1054282283	11.0138180337	9.97421427727	10.8260845199	10.5116232873	11.2228430971	10.3718287493	10.2582444076	10.8696400186	10.7819679316	10.893171213	10.0122722296	10.4094237293	11.3789921596
NonSig_726	13.531372441	13.0799612012	12.8937698175	13.0726094348	13.3963641788	13.3221138174	13.5269382869	13.128030245	13.3280499266	12.8402419304	13.3634268404	12.283947474	12.84121092	12.8349274303	14.3205633553	12.4877802085	14.1131000317	13.4927752792	12.5639948498	13.7096524764	13.733005732	13.4918148827	13.5428698754	14.2419556086	13.5341901193	13.3241355194	12.4695587152	13.7526036902	14.0984957521	13.3848803517	13.0733424486	12.5639695114	12.9135065701	12.9925318535	13.0634147045	13.6552088186	13.0604956676	12.2977915637	12.1579088639	12.5680183548	12.68291507	12.6129181831	13.530785354	11.6440812514	12.0481060724	14.0293858829	12.8853578275	12.5772480728	12.6561942545	12.0153327714	12.3646925912	12.6527550844	12.8085679493	12.9582976194	12.9309642405	12.7550903812	14.9862834604	11.945690439	11.3602549266	13.7293264819
NonSig_793	9.47647823259	10.8245360262	8.30510410834	9.62549517289	10.4905425337	9.51678470233	9.84735635223	9.86662308739	10.5218739448	9.07733852002	9.06031980425	8.19443598842	10.2612615271	8.20942705304	10.5999998917	8.18924680221	9.18752592657	8.74644695444	9.13417333632	8.7727920753	8.01981398386	8.29893032247	9.39077833742	9.57365776811	8.6982716602	8.73354853703	8.09754605424	7.78293698312	7.82676245599	8.78802386761	9.08551594394	8.97660679911	7.33292379581	9.20008795732	10.2970657493	8.95958300793	9.4046880224	8.66850721899	9.25901540086	8.62076661784	8.51713762521	8.27509079484	9.03807048111	10.2518480705	7.98485975384	9.73891737082	9.97713998628	8.95298926867	9.44839059507	9.57205662249	8.23945327345	8.47165503906	10.1550196658	9.26473708669	9.44735663976	9.29711447606	9.07433164017	10.5347618602	8.731864152	8.21213120453
NonSig_1142	5.3866491333	5.50057384006	5.95518211028	4.39714174446	4.59100460172	3.93942397157	6.12784127415	5.43623904587	4.35531987978	4.93774334086	4.72564509626	6.68144318615	4.76749658253	5.05738968238	5.50321540299	3.50269247282	2.96754705046	5.26256136001	4.13432988118	3.55054909202	5.52572775942	3.56278408201	4.05976700348	4.00565173725	4.2927279619	4.66103857252	5.22492207768	4.09308861064	3.63365694955	4.71803461808	4.37499382917	4.6550369752	5.76325643077	5.82834060222	4.09156230031	6.21667610215	5.38764877469	5.94982388737	3.32493884776	5.3718366036	5.19293776065	4.79241847623	5.40995335564	5.92593062105	3.85285162032	4.70809928579	3.87601187125	5.60937847755	3.83377311953	5.54800157764	5.85718569417	5.48628018937	4.20032078834	4.61276803241	4.76327445358	4.98596736553	5.89054474018	4.27591091409	5.80063794952	5.68856142505
NonSig_1395	11.9804669876	11.2819167018	12.936260663	12.664223911	11.8375910388	11.4049932718	12.1472727726	12.3569317696	12.4449751672	12.6563145995	12.809947785	12.1162014146	11.1764687247	12.3629316049	12.6639341252	13.4328145062	12.5984696927	12.9737822053	12.0278620928	13.0771027291	11.395809733	13.0650635222	12.2891326319	13.0368988236	12.6697985372	12.3689986419	12.8162266752	12.1670802172	12.8767756989	13.067224054	13.9085219873	12.2134861563	12.9765539545	12.7658133021	13.1106538176	13.5272268241	13.7626560575	12.9510685711	13.6487717455	12.7079691378	13.6224848773	11.8155006821	12.5954660138	13.5447582894	12.6031967956	11.9517725259	13.200523818	13.8765859643	12.409477174	12.4888339317	12.028644169	13.1927750822	12.2048008941	11.3660030152	12.7149109436	12.2548825679	13.8547613756	13.5918481979	12.6463468468	12.8216340485
NonSig_1443	9.75162276793	9.22175731519	10.376951538	10.2946450989	11.2210824866	11.5502381398	11.6310729844	11.1696962567	11.6832077946	10.2558053286	9.72032521771	10.2405708389	10.2470495439	10.8012748385	11.3071474339	9.62870689317	10.1531645689	9.33916534796	9.90032907481	9.68497396829	9.39326494721	10.2289658993	11.7577817275	11.0532657577	11.5753952954	10.8160570185	10.5835626072	10.3803369406	11.5742925902	10.5403983056	11.0811006632	10.2747914756	10.3990473586	11.2784324137	10.5087456088	11.1500567952	10.3235370292	10.5104236678	10.6008541644	10.0728478369	11.3380999122	10.8109386843	11.301854898	10.774315277	9.66369270348	10.2252856362	11.4285855307	11.9151029631	12.3412028305	13.1257890761	11.2215271464	10.757786554	12.5623116978	10.8325071341	9.9217221585	13.4437685897	10.5502444418	10.7739581594	11.8033606509	11.7004356831
NonSig_1635	9.98367878112	9.25014109885	10.4239085263	9.20813967401	9.23908527181	9.67946649922	9.8954120842	9.83399491843	9.98468058542	10.747912356	10.0856713446	11.5708145367	9.88793698462	9.43850641891	10.1587678198	9.83801839167	10.4471709521	8.8290181102	9.76599800212	8.47381365728	9.86657564773	9.63433650362	8.78638753144	9.42193769754	9.21120896469	9.52830133966	9.41246304889	9.10086971434	9.66218993593	9.99797405171	10.2758040699	9.30794924028	8.70185845172	10.5172375877	10.1986019428	8.58863577721	9.04505078509	8.90076188065	10.3505797639	10.0052468355	9.87455655352	10.8328442898	9.12277642524	9.61311684692	10.7874997548	9.39662977135	10.2104713899	10.9204381294	11.0303522189	9.78620925354	9.86272090736	9.71383054341	11.4038809362	10.5111162706	9.72707102972	10.0637882262	11.1124712363	10.4147721721	10.7253216346	11.0946997047
NonSig_1636	4.93391631693	3.63202106253	3.32411485887	2.95561631954	4.65543163631	3.89969497052	4.82898037942	3.88980954546	4.99041377639	5.28640861251	4.56139898144	4.58300441339	4.2545393572	5.07163957071	4.23706825792	2.8677871957	3.16067296425	3.58315919393	3.43160977349	2.23967274288	3.44975418609	4.09037957104	3.93618695232	3.94605642724	3.54636134625	3.0202131422	4.35183280848	5.00384587062	4.03473754343	3.18255009989	4.46057394918	3.3959920871	4.07467956921	4.64934203729	3.44033127317	3.67465841617	3.00024148575	4.04350501674	4.86221645215	4.43222938271	5.02988606898	5.35643832334	4.39062066843	4.62934909348	4.41614696292	4.62876340292	3.96910483988	4.4991803068	4.40556246555	4.14343958824	4.61019435169	2.45989283396	3.7335244053	4.11871073074	5.32908094917	4.16707734775	5.26751075075	3.64877996368	4.80520106686	5.07177950408
NonSig_2040	7.64773775831	9.0008616849	8.07269089339	8.25197655909	8.2879846876	9.29238769895	7.83089014963	8.27058291732	9.37989284799	8.62220674423	8.47488236582	8.3961988343	8.00060591469	9.34563073544	8.23462637814	7.89203950069	6.85317588303	7.27926259869	7.61527658982	8.72438836172	6.90168146207	8.03175583586	8.77416748382	6.67898542008	7.60637921172	7.94972547285	6.96766044433	7.40492401727	7.22852585031	8.5885305004	8.85762171737	8.45766935824	8.92661111539	7.80088442443	7.8133335003	8.09501598984	8.08546910464	7.80661946028	7.6563745319	8.8711868976	9.00516412964	8.16455645248	8.73747459775	9.47358056203	7.20253205748	8.99139375885	8.66279634293	7.74382160291	6.98518277933	8.27043126248	8.19914416068	7.09985706262	8.27057408885	8.61430648795	7.09415101555	7.44781025069	8.73280956413	8.20879513372	7.70339379194	8.83991617465
NonSig_2340	13.765268993	14.8207995473	13.4281082144	13.5403587259	13.8091474902	12.8877917966	14.0260788365	13.1076568401	13.8137171639	14.0065999264	13.1321237952	13.2221412239	13.8034544253	11.515100747	13.8259678522	12.2870840309	12.8620293517	12.8253739044	13.0355792809	11.9619294976	12.273366899	13.252914359	13.7800357518	12.7423232243	13.0106979105	12.4811318033	12.5235614604	11.8049423602	12.9659717615	12.244153699	13.5739613719	13.0746032886	15.1647621349	13.0928047643	13.0848139874	11.7372497867	12.9666426198	13.3651132419	12.9132943762	13.6012339621	12.8886872277	13.4546254473	11.8884508489	12.3670206099	13.1786029626	12.8548231813	11.682092673	12.8827080227	12.8672456232	12.0764419738	12.1531610569	13.5259333496	13.900293939	12.3566286622	11.8898945434	13.0463438357	13.7213781357	13.013984411	13.0237595186	12.2638769922
NonSig_2570	13.4901810725	12.4531320955	13.710355531	13.7667073579	13.4634924603	13.0504805407	14.0029370515	14.0252723997	14.3420136038	14.573830375	12.9706568401	13.4719775637	13.3555843908	12.6090012995	13.505952489	13.714309997	14.5712566223	14.7594407084	13.0275270364	13.4641805236	13.0194693825	14.0598472407	13.258901799	14.3392336284	15.0354307959	14.9030738454	14.1938852574	13.5757389208	14.823614629	13.7931840422	14.4473357322	12.9857367549	13.1463690117	13.2861186561	13.8918544807	13.4271778356	14.1917667954	12.9730358233	13.9889081059	13.5278089366	14.0337272487	14.2554563661	13.9068866707	12.8442169189	12.9892549295	14.443253057	13.589252425	14.7043615528	14.5452073951	13.4717724326	13.7565728126	14.9204359503	13.3824289099	15.041235535	14.5943220366	14.2215748892	15.6063356332	15.2053624988	14.1580689945	15.4768394826
NonSig_2604	4.23769187686	5.02279370531	3.67333657534	4.52682561225	3.95041070075	5.14661161277	4.38085813655	4.80307029676	4.07345775363	4.58507130872	4.39498197262	4.24467196529	4.54109097766	5.59096662491	4.29035165756	4.7009326863	6.16447007262	4.20127938212	4.87643147148	4.57324757551	4.80116906969	4.20614417084	5.12945297491	4.96838067614	6.07119339149	4.58831426314	5.6609584262	5.67769642012	5.23758030557	3.54454650269	5.65365106487	3.65109960862	6.14814547668	5.72078641715	5.58228663394	5.4087906827	4.49264907209	5.17885298322	4.94236593886	4.70672570349	5.4484681012	4.90561506036	6.10785611277	7.12646291127	6.15744460126	4.30008867248	5.6643217785	5.19199549935	5.09710819598	5.07642052146	4.33262866285	4.81086292953	5.03290211405	5.52564459894	3.96741795992	6.00399463071	5.0530705691	5.56090665082	4.47200402495	5.63981505017
NonSig_2860	11.6236910387	11.7116324049	11.731138482	11.3824439376	11.4476878309	11.3296144606	12.5038082403	10.4796417387	10.6885524258	11.5302348878	11.5357364207	12.3202993164	11.5992794086	10.8555822639	11.4419611856	10.5673908781	9.95842958747	11.7065956298	11.2802707811	10.7050872294	10.0431243514	11.353271071	11.7459901878	11.6843127603	11.2264609808	10.9672403604	11.0845150251	10.4313188137	11.2424947421	11.6502783329	10.9675659333	11.1166486748	10.7596104361	10.8922448295	10.5252504041	10.3095101147	10.9406105015	9.98280362142	8.40243999031	11.653030053	8.80893673044	10.2566792853	10.8419525805	10.9890547609	10.9933465687	11.6696096961	10.0730001843	11.2735084119	10.4102239195	10.6467377572	10.1894847761	11.8068724879	11.0608549199	11.5021979229	10.5299786725	10.9887842582	10.1178846314	10.3645655178	12.6857500995	10.6638813799
NonSig_2957	12.014023735	12.4981325299	12.3683902862	13.4937429849	12.3274035141	13.6192245064	13.1121510692	12.6534738637	13.4761059504	14.1586429265	12.5558294533	14.5046013042	13.1380334909	12.7572929691	12.2917939186	12.5351424196	11.2207976191	12.8196484703	12.3339483091	12.9263212261	12.2724948027	12.0489217199	12.7233560647	12.7149742625	12.7012732839	12.3105223313	13.2410288119	13.2828833032	12.9738430072	13.4143362046	13.1414031559	13.687356957	12.6745167703	13.2256520487	12.602568586	11.5474997808	14.3425200951	12.9209134017	13.1480730029	13.4903686468	12.246269117	13.3819038958	13.0460781888	14.6955334778	13.969806591	14.5678962054	13.7810833394	13.6829138214	13.3799072828	12.8380029051	14.3194493849	12.6745294394	13.5418169795	13.5190257773	12.4179649777	13.2874683999	14.1510561893	12.9200106429	14.3176103125	13.4896612654
NonSig_2975	5.54212844814	6.24672593581	5.96463699479	6.46616080312	6.66519630843	5.31675327789	6.69020996831	6.49960007307	6.24109926874	7.16606455787	6.40508024787	6.87557824995	5.9124027256	6.3242417199	7.18531175476	4.74975594362	6.01744178898	7.17117880566	6.2219087947	6.35362449326	4.57210325804	6.13720735279	5.44463246332	6.13899844897	6.26216121169	7.14663185448	6.4838679997	6.59284660028	6.24103775557	6.6153573893	5.96857785824	5.36123529196	6.46624557621	5.6494613315	6.90623438826	4.84336667574	6.91000538123	6.03345970344	6.5260452767	6.51312032361	5.21778294439	7.0454361726	4.7056755399	4.74853049832	5.25319733292	4.9980027125	6.19326996954	5.70823354891	5.00855480277	6.35002625795	5.63002014072	6.28829057175	5.32540296424	4.97893847188	4.94174577281	6.12942242274	5.08550549	5.0452064786	5.15079084511	5.26599304113
NonSig_3149	7.96331995324	7.57480246674	8.20484970997	8.18257491864	8.11450136803	7.55757946456	6.95884177958	7.80491592121	7.53884724442	6.50434836729	8.17778361072	8.06330169571	8.99809408559	8.08103215711	8.80004582657	8.93702259103	9.84377121928	8.87459837067	8.67779289768	7.99612315964	8.08358649753	8.30083029355	7.50204705649	7.24687251568	8.67763238227	8.44766951961	8.46413110269	8.84035541441	8.71198413318	8.90297346901	6.27714211374	8.50893411691	8.05365829462	6.58546022633	7.76958951539	6.34705899268	7.60282563385	8.4697501142	5.88121700402	6.80873482862	7.4313583261	8.02710135592	7.35072939019	7.8669125882	7.64003972188	7.55562647587	7.33367880501	8.60211852129	8.32471103115	7.39841570057	7.7279143211	7.88274357348	8.66568388843	8.54682931561	7.42553807641	7.64759739875	8.64362544527	9.42354103655	6.94811714064	8.50724256106
NonSig_3161	10.8446082523	11.1356792351	10.7804279586	11.0017260569	10.4147845905	10.1561614727	9.26312689165	9.16436115392	11.4687660587	10.8356850228	11.9535056621	11.7746830615	10.6192749485	10.3268316051	9.5353952158	12.3107991725	10.5019319427	11.1211150493	11.2027889705	11.5340556349	10.8670576963	11.5940779394	10.7157535917	10.9319209397	10.2005174077	11.3648282136	11.0864069979	10.4621843656	10.5568151549	10.6191592779	10.5833380599	11.1154272845	11.2853695847	10.905672245	10.754568232	11.6918623197	9.65585189306	11.2306272822	10.557819935	11.8774365971	10.2629275355	11.5361485397	11.3687640257	12.4087928563	10.6945664856	11.1385804211	11.6535177428	11.5779081422	10.7877063651	12.4286885977	11.5720858512	11.3883510454	10.698468076	11.2626670079	12.0465568429	13.2633884485	12.981437391	11.1096293071	11.4617113703	11.8567987851
